	# GEO Accession	Sample Name	Experiment	NA Accession	Center	SRA Run Selector	GEO FTP	Embargo end date	SRR	modus
312	GSM878622	muscle, leg, fetal day113 M	DNase hypersensitivity	NA000022633.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121248	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878622/suppl/	2012-11-22	SRR412295	SINGLE
312	GSM878622	muscle, leg, fetal day113 M	DNase hypersensitivity	NA000022633.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121248	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878622/suppl/	2012-11-22	SRR412296	SINGLE
312	GSM878622	muscle, leg, fetal day113 M	DNase hypersensitivity	NA000022633.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121248	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878622/suppl/	2012-11-22	SRR412297	SINGLE
312	GSM878622	muscle, leg, fetal day113 M	DNase hypersensitivity	NA000022633.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121248	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878622/suppl/	2012-11-22	SRR412298	SINGLE
312	GSM878622	muscle, leg, fetal day113 M	DNase hypersensitivity	NA000022633.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121248	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878622/suppl/	2012-11-22	SRR412299	SINGLE
312	GSM878622	muscle, leg, fetal day113 M	DNase hypersensitivity	NA000022633.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121248	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878622/suppl/	2012-11-22	SRR412300	SINGLE
312	GSM878622	muscle, leg, fetal day113 M	DNase hypersensitivity	NA000022633.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121248	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878622/suppl/	2012-11-22	SRR412301	SINGLE
313	GSM878623	skin, back, fetal day96 M	DNase hypersensitivity	NA000022634.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121249	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878623/suppl/	2012-11-22	SRR412302	SINGLE
313	GSM878623	skin, back, fetal day96 M	DNase hypersensitivity	NA000022634.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121249	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878623/suppl/	2012-11-22	SRR412303	SINGLE
313	GSM878623	skin, back, fetal day96 M	DNase hypersensitivity	NA000022634.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121249	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878623/suppl/	2012-11-22	SRR412304	SINGLE
313	GSM878623	skin, back, fetal day96 M	DNase hypersensitivity	NA000022634.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121249	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878623/suppl/	2012-11-22	SRR412305	SINGLE
313	GSM878623	skin, back, fetal day96 M	DNase hypersensitivity	NA000022634.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121249	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878623/suppl/	2012-11-22	SRR412306	SINGLE
313	GSM878623	skin, back, fetal day96 M	DNase hypersensitivity	NA000022634.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121249	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878623/suppl/	2012-11-22	SRR412307	SINGLE
313	GSM878623	skin, back, fetal day96 M	DNase hypersensitivity	NA000022634.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121249	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878623/suppl/	2012-11-22	SRR412308	SINGLE
313	GSM878623	skin, back, fetal day96 M	DNase hypersensitivity	NA000022634.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121249	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878623/suppl/	2012-11-22	SRR412309	SINGLE
314	GSM878624	skin, back, fetal day96 M	DNase hypersensitivity	NA000022635.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121250	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878624/suppl/	2012-11-22	SRR412310	SINGLE
314	GSM878624	skin, back, fetal day96 M	DNase hypersensitivity	NA000022635.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121250	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878624/suppl/	2012-11-22	SRR412311	SINGLE
314	GSM878624	skin, back, fetal day96 M	DNase hypersensitivity	NA000022635.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121250	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878624/suppl/	2012-11-22	SRR412312	SINGLE
314	GSM878624	skin, back, fetal day96 M	DNase hypersensitivity	NA000022635.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121250	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878624/suppl/	2012-11-22	SRR412313	SINGLE
314	GSM878624	skin, back, fetal day96 M	DNase hypersensitivity	NA000022635.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121250	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878624/suppl/	2012-11-22	SRR412314	SINGLE
314	GSM878624	skin, back, fetal day96 M	DNase hypersensitivity	NA000022635.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121250	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878624/suppl/	2012-11-22	SRR412315	SINGLE
314	GSM878624	skin, back, fetal day96 M	DNase hypersensitivity	NA000022635.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121250	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878624/suppl/	2012-11-22	SRR412316	SINGLE
314	GSM878624	skin, back, fetal day96 M	DNase hypersensitivity	NA000022635.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121250	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878624/suppl/	2012-11-22	SRR412317	SINGLE
314	GSM878624	skin, back, fetal day96 M	DNase hypersensitivity	NA000022635.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121250	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878624/suppl/	2012-11-22	SRR412318	SINGLE
315	GSM878625	muscle, arm, fetal day96 M	DNase hypersensitivity	NA000022636.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121251	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878625/suppl/	2012-11-22	SRR412319	SINGLE
315	GSM878625	muscle, arm, fetal day96 M	DNase hypersensitivity	NA000022636.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121251	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878625/suppl/	2012-11-22	SRR412320	SINGLE
315	GSM878625	muscle, arm, fetal day96 M	DNase hypersensitivity	NA000022636.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121251	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878625/suppl/	2012-11-22	SRR412321	SINGLE
315	GSM878625	muscle, arm, fetal day96 M	DNase hypersensitivity	NA000022636.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121251	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878625/suppl/	2012-11-22	SRR412322	SINGLE
315	GSM878625	muscle, arm, fetal day96 M	DNase hypersensitivity	NA000022636.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121251	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878625/suppl/	2012-11-22	SRR412323	SINGLE
315	GSM878625	muscle, arm, fetal day96 M	DNase hypersensitivity	NA000022636.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121251	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878625/suppl/	2012-11-22	SRR412324	SINGLE
315	GSM878625	muscle, arm, fetal day96 M	DNase hypersensitivity	NA000022636.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121251	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878625/suppl/	2012-11-22	SRR412325	SINGLE
315	GSM878625	muscle, arm, fetal day96 M	DNase hypersensitivity	NA000022636.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121251	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878625/suppl/	2012-11-22	SRR412326	SINGLE
315	GSM878625	muscle, arm, fetal day96 M	DNase hypersensitivity	NA000022636.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121251	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878625/suppl/	2012-11-22	SRR412327	SINGLE
316	GSM878626	muscle, leg, fetal day96 M	DNase hypersensitivity	NA000022637.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121252	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878626/suppl/	2012-11-22	SRR412328	SINGLE
316	GSM878626	muscle, leg, fetal day96 M	DNase hypersensitivity	NA000022637.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121252	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878626/suppl/	2012-11-22	SRR412329	SINGLE
316	GSM878626	muscle, leg, fetal day96 M	DNase hypersensitivity	NA000022637.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121252	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878626/suppl/	2012-11-22	SRR412330	SINGLE
316	GSM878626	muscle, leg, fetal day96 M	DNase hypersensitivity	NA000022637.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121252	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878626/suppl/	2012-11-22	SRR412331	SINGLE
316	GSM878626	muscle, leg, fetal day96 M	DNase hypersensitivity	NA000022637.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121252	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878626/suppl/	2012-11-22	SRR412332	SINGLE
316	GSM878626	muscle, leg, fetal day96 M	DNase hypersensitivity	NA000022637.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121252	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878626/suppl/	2012-11-22	SRR412333	SINGLE
316	GSM878626	muscle, leg, fetal day96 M	DNase hypersensitivity	NA000022637.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121252	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878626/suppl/	2012-11-22	SRR412334	SINGLE
316	GSM878626	muscle, leg, fetal day96 M	DNase hypersensitivity	NA000022637.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121252	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878626/suppl/	2012-11-22	SRR412335	SINGLE
316	GSM878626	muscle, leg, fetal day96 M	DNase hypersensitivity	NA000022637.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121252	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878626/suppl/	2012-11-22	SRR412336	SINGLE
316	GSM878626	muscle, leg, fetal day96 M	DNase hypersensitivity	NA000022637.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121252	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878626/suppl/	2012-11-22	SRR412337	SINGLE
317	GSM878627	thymus, fetal day97 M	DNase hypersensitivity	NA000022638.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121253	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878627/suppl/	2012-11-22	SRR412338	SINGLE
317	GSM878627	thymus, fetal day97 M	DNase hypersensitivity	NA000022638.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121253	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878627/suppl/	2012-11-22	SRR412339	SINGLE
317	GSM878627	thymus, fetal day97 M	DNase hypersensitivity	NA000022638.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121253	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878627/suppl/	2012-11-22	SRR412340	SINGLE
317	GSM878627	thymus, fetal day97 M	DNase hypersensitivity	NA000022638.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121253	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878627/suppl/	2012-11-22	SRR412341	SINGLE
317	GSM878627	thymus, fetal day97 M	DNase hypersensitivity	NA000022638.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121253	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878627/suppl/	2012-11-22	SRR412342	SINGLE
317	GSM878627	thymus, fetal day97 M	DNase hypersensitivity	NA000022638.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121253	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878627/suppl/	2012-11-22	SRR412343	SINGLE
318	GSM878628	H1 BMP4 derived trophoblast cultured cells	DNase hypersensitivity	NA000022639.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121254	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878628/suppl/	2012-11-22	SRR412344	SINGLE
318	GSM878628	H1 BMP4 derived trophoblast cultured cells	DNase hypersensitivity	NA000022639.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121254	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878628/suppl/	2012-11-22	SRR412345	SINGLE
318	GSM878628	H1 BMP4 derived trophoblast cultured cells	DNase hypersensitivity	NA000022639.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121254	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878628/suppl/	2012-11-22	SRR412346	SINGLE
318	GSM878628	H1 BMP4 derived trophoblast cultured cells	DNase hypersensitivity	NA000022639.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121254	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878628/suppl/	2012-11-22	SRR412347	SINGLE
319	GSM878629	kidney renal cortex, fetal day97 M	DNase hypersensitivity	NA000022640.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121255	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878629/suppl/	2012-11-22	SRR412348	SINGLE
319	GSM878629	kidney renal cortex, fetal day97 M	DNase hypersensitivity	NA000022640.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121255	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878629/suppl/	2012-11-22	SRR412349	SINGLE
319	GSM878629	kidney renal cortex, fetal day97 M	DNase hypersensitivity	NA000022640.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121255	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878629/suppl/	2012-11-22	SRR412350	SINGLE
319	GSM878629	kidney renal cortex, fetal day97 M	DNase hypersensitivity	NA000022640.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121255	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878629/suppl/	2012-11-22	SRR412351	SINGLE
320	GSM878630	heart, fetal day120 M	DNase hypersensitivity	NA000022641.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121256	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878630/suppl/	2012-11-22	SRR412352	SINGLE
320	GSM878630	heart, fetal day120 M	DNase hypersensitivity	NA000022641.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121256	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878630/suppl/	2012-11-22	SRR412353	SINGLE
320	GSM878630	heart, fetal day120 M	DNase hypersensitivity	NA000022641.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121256	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878630/suppl/	2012-11-22	SRR412354	SINGLE
320	GSM878630	heart, fetal day120 M	DNase hypersensitivity	NA000022641.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121256	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878630/suppl/	2012-11-22	SRR412355	SINGLE
320	GSM878630	heart, fetal day120 M	DNase hypersensitivity	NA000022641.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121256	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878630/suppl/	2012-11-22	SRR412356	SINGLE
321	GSM878631	muscle, leg, fetal day101 M	DNase hypersensitivity	NA000022642.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121257	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878631/suppl/	2012-11-22	SRR412357	SINGLE
321	GSM878631	muscle, leg, fetal day101 M	DNase hypersensitivity	NA000022642.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121257	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878631/suppl/	2012-11-22	SRR412358	SINGLE
321	GSM878631	muscle, leg, fetal day101 M	DNase hypersensitivity	NA000022642.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121257	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878631/suppl/	2012-11-22	SRR412359	SINGLE
321	GSM878631	muscle, leg, fetal day101 M	DNase hypersensitivity	NA000022642.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121257	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878631/suppl/	2012-11-22	SRR412360	SINGLE
321	GSM878631	muscle, leg, fetal day101 M	DNase hypersensitivity	NA000022642.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121257	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878631/suppl/	2012-11-22	SRR412361	SINGLE
322	GSM878632	muscle, back, fetal day101 M	DNase hypersensitivity	NA000022643.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121258	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878632/suppl/	2012-11-22	SRR412362	SINGLE
322	GSM878632	muscle, back, fetal day101 M	DNase hypersensitivity	NA000022643.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121258	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878632/suppl/	2012-11-22	SRR412363	SINGLE
322	GSM878632	muscle, back, fetal day101 M	DNase hypersensitivity	NA000022643.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121258	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878632/suppl/	2012-11-22	SRR412364	SINGLE
322	GSM878632	muscle, back, fetal day101 M	DNase hypersensitivity	NA000022643.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121258	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878632/suppl/	2012-11-22	SRR412365	SINGLE
323	GSM878633	skin, scalp, fetal day97 M	DNase hypersensitivity	NA000022644.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121259	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878633/suppl/	2012-11-22	SRR412366	SINGLE
323	GSM878633	skin, scalp, fetal day97 M	DNase hypersensitivity	NA000022644.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121259	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878633/suppl/	2012-11-22	SRR412367	SINGLE
323	GSM878633	skin, scalp, fetal day97 M	DNase hypersensitivity	NA000022644.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121259	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878633/suppl/	2012-11-22	SRR412368	SINGLE
323	GSM878633	skin, scalp, fetal day97 M	DNase hypersensitivity	NA000022644.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121259	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878633/suppl/	2012-11-22	SRR412369	SINGLE
324	GSM878634	skin, scalp, fetal day97 M	DNase hypersensitivity	NA000022645.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121260	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878634/suppl/	2012-11-22	SRR412370	SINGLE
324	GSM878634	skin, scalp, fetal day97 M	DNase hypersensitivity	NA000022645.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121260	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878634/suppl/	2012-11-22	SRR412371	SINGLE
324	GSM878634	skin, scalp, fetal day97 M	DNase hypersensitivity	NA000022645.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121260	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878634/suppl/	2012-11-22	SRR412372	SINGLE
324	GSM878634	skin, scalp, fetal day97 M	DNase hypersensitivity	NA000022645.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121260	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878634/suppl/	2012-11-22	SRR412373	SINGLE
325	GSM878635	skin, abdomen, fetal day97 M	DNase hypersensitivity	NA000022646.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121261	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878635/suppl/	2012-11-22	SRR412374	SINGLE
325	GSM878635	skin, abdomen, fetal day97 M	DNase hypersensitivity	NA000022646.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121261	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878635/suppl/	2012-11-22	SRR412375	SINGLE
325	GSM878635	skin, abdomen, fetal day97 M	DNase hypersensitivity	NA000022646.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121261	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878635/suppl/	2012-11-22	SRR412376	SINGLE
325	GSM878635	skin, abdomen, fetal day97 M	DNase hypersensitivity	NA000022646.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121261	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878635/suppl/	2012-11-22	SRR412377	SINGLE
325	GSM878635	skin, abdomen, fetal day97 M	DNase hypersensitivity	NA000022646.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121261	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878635/suppl/	2012-11-22	SRR412378	SINGLE
326	GSM878636	skin, abdomen, fetal day97 M	DNase hypersensitivity	NA000022647.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121262	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878636/suppl/	2012-11-22	SRR412379	SINGLE
326	GSM878636	skin, abdomen, fetal day97 M	DNase hypersensitivity	NA000022647.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121262	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878636/suppl/	2012-11-22	SRR412380	SINGLE
326	GSM878636	skin, abdomen, fetal day97 M	DNase hypersensitivity	NA000022647.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121262	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878636/suppl/	2012-11-22	SRR412381	SINGLE
326	GSM878636	skin, abdomen, fetal day97 M	DNase hypersensitivity	NA000022647.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121262	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878636/suppl/	2012-11-22	SRR412382	SINGLE
326	GSM878636	skin, abdomen, fetal day97 M	DNase hypersensitivity	NA000022647.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121262	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878636/suppl/	2012-11-22	SRR412383	SINGLE
327	GSM878637	muscle, leg, fetal day104 M	DNase hypersensitivity	NA000022648.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121263	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878637/suppl/	2012-11-22	SRR412384	SINGLE
327	GSM878637	muscle, leg, fetal day104 M	DNase hypersensitivity	NA000022648.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121263	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878637/suppl/	2012-11-22	SRR412385	SINGLE
327	GSM878637	muscle, leg, fetal day104 M	DNase hypersensitivity	NA000022648.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121263	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878637/suppl/	2012-11-22	SRR412386	SINGLE
327	GSM878637	muscle, leg, fetal day104 M	DNase hypersensitivity	NA000022648.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121263	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878637/suppl/	2012-11-22	SRR412387	SINGLE
328	GSM878638	muscle, arm, fetal day104 M	DNase hypersensitivity	NA000022649.1	University of Washington	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX121264	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878638/suppl/	2012-11-22	SRR412388	SINGLE
